,etiquetaoriginal,tweet,tweetF,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,TweetNeutro,TweetPositivo,TweetNegativo,
4787,N,"En ruso me quedé en nivel medio. La vida, el servicio social, el fin de la carrera hicieron que me separa por un rato de mi amors.","['En', 'ruso', 'me', 'quedé', 'en', 'nivel', 'medio', 'La', 'vida', 'el', 'servicio', 'social', 'el', 'fin', 'de', 'la', 'carrera', 'hicieron', 'que', 'me', 'separa', 'por', 'un', 'rato', 'de', 'mi', 'amors', '']",0,0.037037037,0,0.037037037,0,0.037037037,0.074074074,0.037037037,0,0.037037037,0,1,0,0
4788,N,Para que me robaran 4 millones de pesos como en la casa de Andrés García me tendrían que robar la casa con todo y casa y ni así,"['Para', 'que', 'me', 'robaran', '4', 'millones', 'de', 'pesos', 'como', 'en', 'la', 'casa', 'de', 'Andrés', 'García', 'me', 'tendrían', 'que', 'robar', 'la', 'casa', 'con', 'todo', 'y', 'casa', 'y', 'ni', 'así']",0.035714286,0,0.035714286,0.035714286,0,0.035714286,0.107142857,0.035714286,0,0,0,1,0,0
4789,N,"La única ""persona"" a la que le cuento mis cosas es un niño de 5 años, no me critica, solo me escucha y lo mejor es que entiende un poco","['La', 'única', 'persona', 'a', 'la', 'que', 'le', 'cuento', 'mis', 'cosas', 'es', 'un', 'niño', 'de', '5', 'años', 'no', 'me', 'critica', 'solo', 'me', 'escucha', 'y', 'lo', 'mejor', 'es', 'que', 'entiende', 'un', 'poco']",0,0,0,0,0,0,0.033333333,0,0,0,0,1,0,0
4790,NEU,Quiero ser flaca y bonita,"['Quiero', 'ser', 'flaca', 'y', 'bonita']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
4791,P,@GenariuxR Buenos y bonitos dias amiwoooooooooo,"['', 'GenariuxR', 'Buenos', 'y', 'bonitos', 'dias', 'amiwoooooooooo']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4792,N,#LosLunesDebenSer sagrados y trabajar hasta el martes,"['', 'LosLunesDebenSer', 'sagrados', 'y', 'trabajar', 'hasta', 'el', 'martes']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4793,N,Ahora por floja me voy a dormir tarde,"['Ahora', 'por', 'floja', 'me', 'voy', 'a', 'dormir', 'tarde']",0,0,0,0,0,0.125,0,0.125,0,0,0,0,1,1
4794,P,@sofffiaaa tu que eres chihuahua lo mereces más Haha,"['', 'sofffiaaa', 'tu', 'que', 'eres', 'chihuahua', 'lo', 'mereces', 'más', 'Haha']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4795,N,@Soymarioruiz a mi se me acabaron desde la semana pasada,"['', 'Soymarioruiz', 'a', 'mi', 'se', 'me', 'acabaron', 'desde', 'la', 'semana', 'pasada']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4796,N,"Mateo, estate quieto sólo era 1 segundo, sólo 1 #NoQueriaFoto #FelizDia…","['Mateo', 'estate', 'quieto', 'sólo', 'era', '1', 'segundo', 'sólo', '1', 'NoQueriaFoto', 'FelizDia', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4797,P,@MemoCalderonS feliz año tu! Tenía un rato de no saludar. Un abrazo,"['', 'MemoCalderonS', 'feliz', 'año', 'tu', 'Tenía', 'un', 'rato', 'de', 'no', 'saludar', 'Un', 'abrazo']",0,0.083333333,0,0,0.166666667,0,0.166666667,0,0,0.166666667,0,1,0,1
4798,P,"Esta vez que tengo todo para ir , no estoy tan segura jajaj","['Esta', 'vez', 'que', 'tengo', 'todo', 'para', 'ir', 'no', 'estoy', 'tan', 'segura', 'jajaj']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4799,P,Que no se pierda la costumbre de dar los buenos días contra la pared.,"['Que', 'no', 'se', 'pierda', 'la', 'costumbre', 'de', 'dar', 'los', 'buenos', 'días', 'contra', 'la', 'pared', '']",0,0.071428571,0,0,0,0,0,0,0,0,1,0,0,0
4800,NEU,"@darkanhell son previsores, es por si algún día llega un auto por allá ok, no...","['', 'darkanhell', 'son', 'previsores', 'es', 'por', 'si', 'algún', 'día', 'llega', 'un', 'auto', 'por', 'allá', 'ok', 'no', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
4801,NEU,A veces siento que es mejor estar atrás de un escritorio que intentarle a la litigada,"['A', 'veces', 'siento', 'que', 'es', 'mejor', 'estar', 'atrás', 'de', 'un', 'escritorio', 'que', 'intentarle', 'a', 'la', 'litigada']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
4802,N,"No me gusta mi nuevo lugar, estoy con chavos de FCA pero extraño a mi departamento T.T","['No', 'me', 'gusta', 'mi', 'nuevo', 'lugar', 'estoy', 'con', 'chavos', 'de', 'FCA', 'pero', 'extraño', 'a', 'mi', 'departamento', 'T', 'T']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4803,NEU,"@Paulitm Paulina, confirmamos que la señal se transmitió correctamente en la región, por favor revisa con tu cableoperador","['', 'Paulitm', 'Paulina', 'confirmamos', 'que', 'la', 'señal', 'se', 'transmitió', 'correctamente', 'en', 'la', 'región', 'por', 'favor', 'revisa', 'con', 'tu', 'cableoperador']",0,0,0,0,0,0,0.055555556,0,0,0,0,1,0,0
4804,N,Me da miedo venir a esta clase de lugares no vaya a ser que me tope a algún conocido,"['Me', 'da', 'miedo', 'venir', 'a', 'esta', 'clase', 'de', 'lugares', 'no', 'vaya', 'a', 'ser', 'que', 'me', 'tope', 'a', 'algún', 'conocido']",0.052631579,0.052631579,0,0.052631579,0.052631579,0.052631579,0.105263158,0,0.052631579,0.052631579,0,1,0,0
4805,P,"Días!!! Busca tu centro. Enfócate. Sé feliz. Agradece. Incluso en los momentos más desafiantes y dolorosos, la gratitud libera... Besitos","['Días', 'Busca', 'tu', 'centro', 'Enfócate', 'Sé', 'feliz', 'Agradece', 'Incluso', 'en', 'los', 'momentos', 'más', 'desafiantes', 'y', 'dolorosos', 'la', 'gratitud', 'libera', 'Besitos']",0,0.05,0,0,0.1,0,0.15,0,0,0.1,0,1,0,1
4806,N,"@ALMA13 ha sucedido que familiares cobran por el pensionista y les roban. Incluso hay denuncias al respecto, cuidemos a los pensionistas","['', 'ALMA13', 'ha', 'sucedido', 'que', 'familiares', 'cobran', 'por', 'el', 'pensionista', 'y', 'les', 'roban', 'Incluso', 'hay', 'denuncias', 'al', 'respecto', 'cuidemos', 'a', 'los', 'pensionistas']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4807,N,Yo esperaba encontrar un boleto para ir al partido de mis Spurs vs Suns en la CDMX de bajo de mi arbolito,"['Yo', 'esperaba', 'encontrar', 'un', 'boleto', 'para', 'ir', 'al', 'partido', 'de', 'mis', 'Spurs', 'vs', 'Suns', 'en', 'la', 'CDMX', 'de', 'bajo', 'de', 'mi', 'arbolito']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4808,P,"Hola @raramo74! vamos a estar al pendiente de esa ruta y en caso de que encontremos algo a buen precio lo publicamos, Saludos!","['Hola', 'raramo74', 'vamos', 'a', 'estar', 'al', 'pendiente', 'de', 'esa', 'ruta', 'y', 'en', 'caso', 'de', 'que', 'encontremos', 'algo', 'a', 'buen', 'precio', 'lo', 'publicamos', 'Saludos', '']",0,0,0,0.043478261,0,0.043478261,0,0.043478261,0,0,0,0,1,0
4809,N,Eso de no poder dormir y despertar en la madrugada se está volviendo muy recurrente y no está padre!! &gt;.; yo no era así.,"['Eso', 'de', 'no', 'poder', 'dormir', 'y', 'despertar', 'en', 'la', 'madrugada', 'se', 'está', 'volviendo', 'muy', 'recurrente', 'y', 'no', 'está', 'padre', 'gt', 'yo', 'no', 'era', 'así', '']",0,0.083333333,0,0,0,0.041666667,0.041666667,0.041666667,0,0.041666667,1,0,0,0
4810,P,"Días!!! No tengas miedo de vivir, rómpete el corazón y el alma, que la vida se nos da no para regresarla intacta, sino vivida... Besitos","['Días', 'No', 'tengas', 'miedo', 'de', 'vivir', 'rómpete', 'el', 'corazón', 'y', 'el', 'alma', 'que', 'la', 'vida', 'se', 'nos', 'da', 'no', 'para', 'regresarla', 'intacta', 'sino', 'vivida', 'Besitos']",0.04,0.04,0,0.04,0,0.04,0.04,0,0.04,0,1,0,0,0
4811,N,"Todo el año perros be like: -GUA GUAAFFF ARGG GUAAFF A LA VERGA PUTO GUAF. En diciembre perros be like: -Ay ay los cuetes, tengo miedo","['Todo', 'el', 'año', 'perros', 'be', 'like', 'GUA', 'GUAAFFF', 'ARGG', 'GUAAFF', 'A', 'LA', 'VERGA', 'PUTO', 'GUAF', 'En', 'diciembre', 'perros', 'be', 'like', 'Ay', 'ay', 'los', 'cuetes', 'tengo', 'miedo']",0.038461538,0.038461538,0.076923077,0.115384615,0,0.115384615,0,0.076923077,0.038461538,0,0,0,1,1
4812,N,"Entre mas creces, mas cuenta te das de cuan triste es la vida, de que no todo es bueno y de que nada es eterno. Bendita infancia","['Entre', 'mas', 'creces', 'mas', 'cuenta', 'te', 'das', 'de', 'cuan', 'triste', 'es', 'la', 'vida', 'de', 'que', 'no', 'todo', 'es', 'bueno', 'y', 'de', 'que', 'nada', 'es', 'eterno', 'Bendita', 'infancia']",0.037037037,0.037037037,0.037037037,0.037037037,0.074074074,0.074074074,0.111111111,0.074074074,0.037037037,0.074074074,0,1,0,0
4813,N,"Es triste cumplir años el 2 de enero, casi nadie recuerda que cumplo años por las fiestas de fin de año y además los pesco ya sin dinero","['Es', 'triste', 'cumplir', 'años', 'el', '2', 'de', 'enero', 'casi', 'nadie', 'recuerda', 'que', 'cumplo', 'años', 'por', 'las', 'fiestas', 'de', 'fin', 'de', 'año', 'y', 'además', 'los', 'pesco', 'ya', 'sin', 'dinero']",0.071428571,0.035714286,0.035714286,0.035714286,0.107142857,0.035714286,0.107142857,0.035714286,0.035714286,0.035714286,0,1,0,0
4814,NEU,"Personas que dicen que el 29 de julio sera el fin, lo que no saben es que se acercan dos fin, el fin del mes y el fin de semana Buen día","['Personas', 'que', 'dicen', 'que', 'el', '29', 'de', 'julio', 'sera', 'el', 'fin', 'lo', 'que', 'no', 'saben', 'es', 'que', 'se', 'acercan', 'dos', 'fin', 'el', 'fin', 'del', 'mes', 'y', 'el', 'fin', 'de', 'semana', 'Buen', 'día']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
4815,P,@randeles Que buena foto! Felicidades,"['', 'randeles', 'Que', 'buena', 'foto', 'Felicidades']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4816,P,@MarioBautistaMB @mariobautista_ te amo un buen,"['', 'MarioBautistaMB', 'mariobautista', 'te', 'amo', 'un', 'buen']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4817,N,"@DebnamFabray si, la verdad si fue feo","['', 'DebnamFabray', 'si', 'la', 'verdad', 'si', 'fue', 'feo']",0,0,0.142857143,0,0,0.142857143,0.142857143,0,0,0.142857143,1,0,0,0
4818,N,Hay una gran parten de odio en mi,"['Hay', 'una', 'gran', 'parten', 'de', 'odio', 'en', 'mi']",0.125,0,0.125,0.125,0,0.125,0,0.125,0,0,0,0,1,1
4819,N,Es mala la calentura #AlexAlAire #SabadosImpactantes #YaFMVilla #Musica #PorSiTeLoPerdiste,"['Es', 'mala', 'la', 'calentura', 'AlexAlAire', 'SabadosImpactantes', 'YaFMVilla', 'Musica', 'PorSiTeLoPerdiste']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4820,N,Que triste ver todas las fotos de cuando fuimos amigas,"['Que', 'triste', 'ver', 'todas', 'las', 'fotos', 'de', 'cuando', 'fuimos', 'amigas']",0.1,0.1,0.1,0.2,0,0.1,0,0.1,0,0,0,0,1,1
4821,NEU,@gustragosmaxima deberías poner la de prendido fuego de @ntvgoficial para participar,"['', 'gustragosmaxima', 'deberías', 'poner', 'la', 'de', 'prendido', 'fuego', 'de', 'ntvgoficial', 'para', 'participar']",0.090909091,0,0,0.090909091,0,0.090909091,0.090909091,0,0,0.090909091,1,0,0,1
4822,N,"#QueNoSePierdaLaCostumbre De Querernos, amarnos, respetarnos, cuidarnos y estar juntos toda la vida","['', 'QueNoSePierdaLaCostumbre', 'De', 'Querernos', 'amarnos', 'respetarnos', 'cuidarnos', 'y', 'estar', 'juntos', 'toda', 'la', 'vida']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4823,N,"@Mariazelzel Tengo un mal presentimiento, Ojalá me equivoque, pero el equipo se debilitó.","['', 'Mariazelzel', 'Tengo', 'un', 'mal', 'presentimiento', 'Ojalá', 'me', 'equivoque', 'pero', 'el', 'equipo', 'se', 'debilitó', '']",0.076923077,0.076923077,0.076923077,0.153846154,0,0.153846154,0,0.076923077,0,0.076923077,0,0,1,1
4824,N,Necesito una nueva mejor amiga xq mi mejor amiga está muy ocupada para mi,"['Necesito', 'una', 'nueva', 'mejor', 'amiga', 'xq', 'mi', 'mejor', 'amiga', 'está', 'muy', 'ocupada', 'para', 'mi']",0,0,0,0,0,0.071428571,0,0.071428571,0,0,0,0,1,1
4825,N,quiero organizar un buen de cosas cuando ya solo me queda una semana de vacaciones,"['quiero', 'organizar', 'un', 'buen', 'de', 'cosas', 'cuando', 'ya', 'solo', 'me', 'queda', 'una', 'semana', 'de', 'vacaciones']",0,0.066666667,0,0,0.066666667,0,0.133333333,0,0,0,0,1,0,0
4826,P,Feliz día del periodista !! A mis conocidos amigos y gente que sigo y me sigue,"['Feliz', 'día', 'del', 'periodista', 'A', 'mis', 'conocidos', 'amigos', 'y', 'gente', 'que', 'sigo', 'y', 'me', 'sigue']",0,0.066666667,0,0,0.066666667,0,0.133333333,0,0,0.066666667,0,1,0,1
4827,P,"@David17519416 Pero no hicimos rolas por años, solo ligamos bandas y canciones en común Gracias por escuchar","['', 'David17519416', 'Pero', 'no', 'hicimos', 'rolas', 'por', 'años', 'solo', 'ligamos', 'bandas', 'y', 'canciones', 'en', 'común', 'Gracias', 'por', 'escuchar']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4828,P,@DonRul yo creo que esa es una mejor frase para una personalidad tan particular como la suya jejeje,"['', 'DonRul', 'yo', 'creo', 'que', 'esa', 'es', 'una', 'mejor', 'frase', 'para', 'una', 'personalidad', 'tan', 'particular', 'como', 'la', 'suya', 'jejeje']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4829,NEU,"@EddGZ Neel, eso no me gusta, mejor tú y el día que sea, por la tarde, y busco adaptarme","['', 'EddGZ', 'Neel', 'eso', 'no', 'me', 'gusta', 'mejor', 'tú', 'y', 'el', 'día', 'que', 'sea', 'por', 'la', 'tarde', 'y', 'busco', 'adaptarme']",0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,1,0
4830,N,Que feo ver del otro lado de mi lugar de trabajo que están comiendo cheetos y yo acá valiendo verga,"['Que', 'feo', 'ver', 'del', 'otro', 'lado', 'de', 'mi', 'lugar', 'de', 'trabajo', 'que', 'están', 'comiendo', 'cheetos', 'y', 'yo', 'acá', 'valiendo', 'verga']",0,0.1,0.05,0.05,0.05,0.05,0.05,0,0.05,0.05,1,0,0,0
4831,P,"@bayou7478 estoy igual. Quiero un maratón en marzo/abril y otro en octubre/noviembre. Si te enteras de nos buenos, por favor avisa.","['', 'bayou7478', 'estoy', 'igual', 'Quiero', 'un', 'maratón', 'en', 'marzo', 'abril', 'y', 'otro', 'en', 'octubre', 'noviembre', 'Si', 'te', 'enteras', 'de', 'nos', 'buenos', 'por', 'favor', 'avisa', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4832,N,"@Ferchitomen11 checa con waze rutas alternas, xq el trafico viene rudo hasta la altura del parque chitla! Y gracias! Que llegues pronto","['', 'Ferchitomen11', 'checa', 'con', 'waze', 'rutas', 'alternas', 'xq', 'el', 'trafico', 'viene', 'rudo', 'hasta', 'la', 'altura', 'del', 'parque', 'chitla', 'Y', 'gracias', 'Que', 'llegues', 'pronto']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4833,N,"Ya me cayó mal estar de vacaciones porqué me duermo muy tarde, cuando mi hora para dormir es a las 9 o 10","['Ya', 'me', 'cayó', 'mal', 'estar', 'de', 'vacaciones', 'porqué', 'me', 'duermo', 'muy', 'tarde', 'cuando', 'mi', 'hora', 'para', 'dormir', 'es', 'a', 'las', '9', 'o', '10']",0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.130434783,0.043478261,0.130434783,0,0,0,0,1,1
4834,N,@GarzaaJr No es un bulto y nunca lo ha sido @GarzaaJr es un luchador Novato que ha madurado muchísimo desde que llegó a @luchalibreaaa,"['', 'GarzaaJr', 'No', 'es', 'un', 'bulto', 'y', 'nunca', 'lo', 'ha', 'sido', 'GarzaaJr', 'es', 'un', 'luchador', 'Novato', 'que', 'ha', 'madurado', 'muchísimo', 'desde', 'que', 'llegó', 'a', 'luchalibreaaa']",0,0,0,0,0,0.041666667,0,0,0,0,0,0,1,1
4835,N,es bien raro no estar en la escuela a esta hora :c la neta sí extraño eso y apenas van dos días de clases jajajaja,"['es', 'bien', 'raro', 'no', 'estar', 'en', 'la', 'escuela', 'a', 'esta', 'hora', 'c', 'la', 'neta', 'sí', 'extraño', 'eso', 'y', 'apenas', 'van', 'dos', 'días', 'de', 'clases', 'jajajaja']",0,0,0,0,0,0.04,0,0.04,0,0.04,0,0,1,1
4836,N,"A la verga 2016! Me trajiste mucha tristeza pero espero el 2017 sea de lo mejor, a darle pa adelante q para atrás ya dolió bastante","['A', 'la', 'verga', '2016', 'Me', 'trajiste', 'mucha', 'tristeza', 'pero', 'espero', 'el', '2017', 'sea', 'de', 'lo', 'mejor', 'a', 'darle', 'pa', 'adelante', 'q', 'para', 'atrás', 'ya', 'dolió', 'bastante']",0,0,0,0,0,0.038461538,0.076923077,0.038461538,0,0.076923077,0,1,0,0
4837,NEU,"@EseRover seh, ya me dijeron que siguen negociando talentos. Pues mira, si voy. A menos que algo se caiga. Y el 17 hago show en GDL igual","['', 'EseRover', 'seh', 'ya', 'me', 'dijeron', 'que', 'siguen', 'negociando', 'talentos', 'Pues', 'mira', 'si', 'voy', 'A', 'menos', 'que', 'algo', 'se', 'caiga', 'Y', 'el', '17', 'hago', 'show', 'en', 'GDL', 'igual']",0,0,0,0,0,0,0,0,0,0.037037037,1,0,0,1
4838,N,"ya esta hannibal s3 en mix up pero esta muy cara y no vale la pena el gasto si fue la temporada que menos me gusto,esperare una oferta","['ya', 'esta', 'hannibal', 's3', 'en', 'mix', 'up', 'pero', 'esta', 'muy', 'cara', 'y', 'no', 'vale', 'la', 'pena', 'el', 'gasto', 'si', 'fue', 'la', 'temporada', 'que', 'menos', 'me', 'gusto', 'esperare', 'una', 'oferta']",0.034482759,0,0,0.034482759,0.034482759,0.103448276,0.068965517,0.068965517,0,0.068965517,0,0,1,1
4839,N,Ya no sé que hacer con mi serie de fotos final. No pensé que me iban a gustar tanto las fotos que tomé hoy y ahora no sé que hacerr.,"['Ya', 'no', 'sé', 'que', 'hacer', 'con', 'mi', 'serie', 'de', 'fotos', 'final', 'No', 'pensé', 'que', 'me', 'iban', 'a', 'gustar', 'tanto', 'las', 'fotos', 'que', 'tomé', 'hoy', 'y', 'ahora', 'no', 'sé', 'que', 'hacerr', '']",0,0,0,0,0,0,0.033333333,0,0,0.033333333,0,1,0,0
4840,N,Eres un pendejo Pulido @puliidooo,"['Eres', 'un', 'pendejo', 'Pulido', 'puliidooo']",0,0,0,0,0,0,0.2,0,0,0,0,1,0,0
4841,NEU,"@aikonmx ay, poes qué delicado nosierto.","['', 'aikonmx', 'ay', 'poes', 'qué', 'delicado', 'nosierto', '']",0,0,0.166666667,0.166666667,0,0.166666667,0,0.166666667,0,0,0,0,1,0
4842,N,@AbieeFlores si neta todos cerraron en chinguisima,"['', 'AbieeFlores', 'si', 'neta', 'todos', 'cerraron', 'en', 'chinguisima']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4843,N,Mi abuelo no sabía que tenía segundo nombre,"['Mi', 'abuelo', 'no', 'sabía', 'que', 'tenía', 'segundo', 'nombre']",0,0,0,0,0,0,0,0,0,0.125,1,0,0,0
4844,N,Tengo las manos tan congeladas que no quiero trapear,"['Tengo', 'las', 'manos', 'tan', 'congeladas', 'que', 'no', 'quiero', 'trapear']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4845,P,#EsteFinTengoGanasDe Cocinar una rica pasta casera de espinacas con queso,"['', 'EsteFinTengoGanasDe', 'Cocinar', 'una', 'rica', 'pasta', 'casera', 'de', 'espinacas', 'con', 'queso']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4846,N,Aún me parece mentira imaginándote que vuelves a pasarte por qué,"['Aún', 'me', 'parece', 'mentira', 'imaginándote', 'que', 'vuelves', 'a', 'pasarte', 'por', 'qué']",0.090909091,0,0.090909091,0,0,0.090909091,0,0.090909091,0,0,0,0,1,1
4847,N,"@NayadeAbsal Huy ps así que chiste?, no seria tan divertida la vida","['', 'NayadeAbsal', 'Huy', 'ps', 'así', 'que', 'chiste', 'no', 'seria', 'tan', 'divertida', 'la', 'vida']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4848,N,"@Manuellflorod Bienvenida (triste) realidad, andamos en las mismas, pero no hay de otra","['', 'Manuellflorod', 'Bienvenida', 'triste', 'realidad', 'andamos', 'en', 'las', 'mismas', 'pero', 'no', 'hay', 'de', 'otra']",0.076923077,0,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0,0,1,0,0,0
4849,P,Paseito... Laika cumple en pocos días 5 años... 5 la condenada !!!!! #ILoveDogs #ThePack…,"['Paseito', 'Laika', 'cumple', 'en', 'pocos', 'días', '5', 'años', '5', 'la', 'condenada', 'ILoveDogs', 'ThePack', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4850,NEU,"@_alineepa exacto, no va a pasar!! Pero cada quien puede y debe hacer su parte","['', 'alineepa', 'exacto', 'no', 'va', 'a', 'pasar', 'Pero', 'cada', 'quien', 'puede', 'y', 'debe', 'hacer', 'su', 'parte']",0,0,0,0,0,0,0.133333333,0,0,0.066666667,0,1,0,0
4851,N,No sabía que el ser humano fuese capaz de producir tanto moco verde. Hasta ahora. #GanandoComoSiempre,"['No', 'sabía', 'que', 'el', 'ser', 'humano', 'fuese', 'capaz', 'de', 'producir', 'tanto', 'moco', 'verde', 'Hasta', 'ahora', 'GanandoComoSiempre']",0,0,0.0625,0,0.0625,0,0.125,0,0,0.0625,0,1,0,0
4852,P,¡HAZ EN GRANDE TUS PROPÓSITOS PARA ESTE AÑO! LAR Inmobiliaria les desea un feliz año 2017 #LARinmobiliaria,"['', 'HAZ', 'EN', 'GRANDE', 'TUS', 'PROPÓSITOS', 'PARA', 'ESTE', 'AÑO', 'LAR', 'Inmobiliaria', 'les', 'desea', 'un', 'feliz', 'año', '2017', 'LARinmobiliaria']",0,0.058823529,0.058823529,0,0.117647059,0,0.117647059,0,0.058823529,0.117647059,0,1,0,1
4853,N,Cuando piensas que las cosas van a toda madre y la cagan la vida es un riesgo carnal!,"['Cuando', 'piensas', 'que', 'las', 'cosas', 'van', 'a', 'toda', 'madre', 'y', 'la', 'cagan', 'la', 'vida', 'es', 'un', 'riesgo', 'carnal', '']",0,0.111111111,0,0.055555556,0.055555556,0.166666667,0.055555556,0.055555556,0,0.055555556,0,0,1,1
4854,NEU,Según yo sólo vería los capítulos que me hacían falta y ya vi la mitad de la serie hahaha,"['Según', 'yo', 'sólo', 'vería', 'los', 'capítulos', 'que', 'me', 'hacían', 'falta', 'y', 'ya', 'vi', 'la', 'mitad', 'de', 'la', 'serie', 'hahaha']",0.052631579,0,0.052631579,0.052631579,0,0.052631579,0,0,0,0.052631579,0,0,1,0
4855,NEU,"Hoy Marihana probó: carnitas, nieve de Patz, raíz de chayote, changungas, sopa tarasca, mole, enchiladas, natilla... espero no se enferme","['Hoy', 'Marihana', 'probó', 'carnitas', 'nieve', 'de', 'Patz', 'raíz', 'de', 'chayote', 'changungas', 'sopa', 'tarasca', 'mole', 'enchiladas', 'natilla', 'espero', 'no', 'se', 'enferme']",0,0,0,0,0,0,0.05,0,0,0,0,1,0,0
4856,P,"@Fridaricky así como estas... Primero abajo, pero comiendo panochita suave, y luego atrás para dejarte la ir muy duro! Qué rico","['', 'Fridaricky', 'así', 'como', 'estas', 'Primero', 'abajo', 'pero', 'comiendo', 'panochita', 'suave', 'y', 'luego', 'atrás', 'para', 'dejarte', 'la', 'ir', 'muy', 'duro', 'Qué', 'rico']",0,0,0,0,0,0.095238095,0,0.095238095,0,0,0,0,1,0
4857,NEU,"Pero ya siendo serios les respondo algo así como: ""Fanon, F. (1965). Los condenados de la tierra. México: Fondo de Cultura Económica.""","['Pero', 'ya', 'siendo', 'serios', 'les', 'respondo', 'algo', 'así', 'como', 'Fanon', 'F', '1965', 'Los', 'condenados', 'de', 'la', 'tierra', 'México', 'Fondo', 'de', 'Cultura', 'Económica', '']",0,0,0,0,0,0.045454545,0.090909091,0.045454545,0,0,0,1,0,0
4858,N,@nahimachoura que te pareció el tercer uniforme de nuestras aguilas? A mi no me gustó pero se ve mejor que el de local...chale..,"['', 'nahimachoura', 'que', 'te', 'pareció', 'el', 'tercer', 'uniforme', 'de', 'nuestras', 'aguilas', 'A', 'mi', 'no', 'me', 'gustó', 'pero', 'se', 've', 'mejor', 'que', 'el', 'de', 'local', 'chale', '']",0,0,0,0,0,0,0.041666667,0,0,0,0,1,0,0
